startdat,enddate,aex1_1,aex1_2,aex1_3,aex1_4,aex1_5,aex1_6,aex1_7,aex1_8,aex1_9,aex1_9_t,aex1_10,aex1_11,aex2,aex3,complete,qflag,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,ppreg9,sstno,partyid4,ind1,ppcm0006,pprent_n,ppcm0166,urb_sub_,msc,ppracem,core_par,weights
9/17/2021 19:24:01,9/17/2021 19:41:20,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,No,qualified,1,54,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,MD,3,0,South Atlantic,70,Democrat,Not asked,You do about half of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.6832967
9/18/2021 8:04:07,9/18/2021 8:16:18,Dinosaurs,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,78,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,WA,2,0,Pacific,70,Independent,Not asked,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Urban,In the center city of an MSA,White,No,.730002
9/18/2021 7:24:51,9/18/2021 7:36:46,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,76,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,IN,1,1,East-North Central,70,Republican,Not asked,You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Urban,In the center city of an MSA,White,No,.7943692
9/19/2021 7:59:18,9/19/2021 8:13:00,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Not very concerned,I’m not sure,qualified,1,70,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Widowed,Non-metro area,South,Owned or being bought by you or someone in,Working part-time,TX,2,0,West-South Central,70,Republican,"Information (including Publishing, Media, Telecom, Internet Search, and Social Networking)",You do most of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Only me,Suburban,Not in an MSA,White,No,.6998531
9/18/2021 1:59:05,9/18/2021 2:07:28,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,No,qualified,1,46,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$75,000 to $99,999",Never married,Metro area,Northeast,Rented for cash,Working full-time,NY,2,0,Mid-Atlantic,70,Independent,Real Estate and Property Management,You do all of it,Rented,Only me,Urban,In the center city of an MSA,White,No,.5387942
9/18/2021 19:20:30,9/18/2021 20:22:13,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,40,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,5,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,ME,2,3,New England,70,Something else,"Finance, Banking, and Insurance",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Rural,Outside the center city of an MSA but inside the county containing the center city,White,Yes,.9004127
9/17/2021 18:37:44,9/17/2021 18:46:29,Not selected,Woolly Mammoths,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not very concerned,I’m not sure,qualified,1,43,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IL,2,2,East-North Central,70,Republican,"Finance, Banking, and Insurance","Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,25-49,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,Yes,.7797011
9/17/2021 17:24:34,9/17/2021 17:36:43,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,I’m not sure,qualified,1,78,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$75,000 to $99,999",Widowed,Metro area,Midwest,Owned or being bought by you or someone in,Not working,IL,1,0,East-North Central,70,Independent,Not asked,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.6330157
9/17/2021 17:49:49,9/17/2021 18:04:26,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,No,qualified,1,71,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,IL,2,0,East-North Central,70,Democrat,Not asked,You do most of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.7897035
9/17/2021 19:54:26,9/17/2021 20:05:12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,No,qualified,1,77,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$75,000 to $99,999",Widowed,Metro area,South,Owned or being bought by you or someone in,Not working,TX,2,0,West-South Central,70,Republican,Not asked,You do about half of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Urban,Outside the center city of an MSA but inside the county containing the center city,White,No,.7114386
9/18/2021 8:48:59,9/18/2021 8:59:05,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Very concerned,No,qualified,1,45,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$150,000 or more",Never married,Metro area,Midwest,Rented for cash,Working full-time,MI,1,0,East-North Central,70,Democrat,Education and Tutoring,You do most of it,Rented,5000+,Urban,In the center city of an MSA,White,No,.66502
9/19/2021 7:47:40,9/19/2021 9:12:16,Not selected,Not selected,Not selected,Not selected,Not selected,Tasmanian Tigers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,No,qualified,1,80,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$100,000 to $149,999",Divorced,Metro area,Northeast,Owned or being bought by you or someone in,Not working,NJ,1,0,Mid-Atlantic,70,Republican,Not asked,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8625586
9/18/2021 8:19:05,9/18/2021 8:33:57,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,67,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$10,000 to $24,999",Widowed,Metro area,Northeast,Owned or being bought by you or someone in,Not working,PA,2,0,Mid-Atlantic,70,Independent,Not asked,You do most of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Rural,Outside the center city of an MSA but inside the county containing the center city,White,No,.9079173
9/17/2021 18:14:47,9/17/2021 18:25:43,Not selected,Not selected,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,No,qualified,1,51,Less than HS,No high school diploma or GED,Hispanic,Male,4,One-family condo or townhouse attached to other units,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,4,0,Pacific,70,Democrat,Repairs and Maintenance,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,1000-2499,Urban,In the center city of an MSA,White,No,1.8753555
9/19/2021 5:58:40,9/19/2021 6:11:50,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,I’m not sure,qualified,1,47,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$75,000 to $99,999",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Working part-time,WI,2,2,East-North Central,70,Republican,"Factory, Manufacturing, and Woodworking",You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),10-24,Suburban,Not in an MSA,White,Yes,.5952384
9/17/2021 21:52:18,9/17/2021 22:07:39,Dinosaurs,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not at all concerned,Yes,qualified,1,72,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,NJ,1,0,Mid-Atlantic,70,Independent,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Inside a suburban county of the MSA,White,Missing information in HH Roster,.691875
9/18/2021 15:55:00,9/18/2021 16:10:22,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Very concerned,No,qualified,1,72,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,TX,2,0,West-South Central,70,Democrat,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,Not asked,Urban,In the center city of an MSA,White,No,.6779299
9/17/2021 18:56:53,9/17/2021 19:08:57,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Not at all concerned,Yes,qualified,1,66,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,NJ,1,0,Mid-Atlantic,70,Republican,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,1.1409508
